"('A', 2)","('A', 3)","('B', 1)","('B', 3)","('C', 1)","('C', 3)",date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,dayofweek,is_holiday
,,,70.85,,,2016-07-19 00:00:00,0,1000.9,1005.8,219.0,3.3,27.5,81.0,0.0,1,0
58.05,,79.76,148.79,,,2016-07-19 00:20:00,0,1000.85555556,1005.74444444,218.222222222,3.35555555556,27.9666666667,79.2222222222,0.0,1,0
57.6566666667,,137.98,135.0225,,113.54,2016-07-19 00:40:00,0,1000.81111111,1005.68888889,217.444444444,3.41111111111,28.4333333333,77.4444444444,0.0,1,0
57.2633333333,,157.34,121.255,,116.375294118,2016-07-19 01:00:00,1,1000.76666667,1005.63333333,216.666666667,3.46666666667,28.9,75.6666666667,0.0,1,0
56.87,94.57,176.7,107.4875,214.87,119.210588235,2016-07-19 01:20:00,1,1000.72222222,1005.57777778,215.888888889,3.52222222222,29.3666666667,73.8888888889,0.0,1,0
77.74,88.9166666667,167.517777778,93.72,160.635,122.045882353,2016-07-19 01:40:00,1,1000.67777778,1005.52222222,215.111111111,3.57777777778,29.8333333333,72.1111111111,0.0,1,0
60.19,83.2633333333,158.335555556,67.81,163.597777778,124.881176471,2016-07-19 02:00:00,2,1000.63333333,1005.46666667,214.333333333,3.63333333333,30.3,70.3333333333,0.0,1,0
42.64,77.61,149.153333333,117.6775,166.560555556,127.716470588,2016-07-19 02:20:00,2,1000.58888889,1005.41111111,213.555555556,3.68888888889,30.7666666667,68.5555555556,0.0,1,0
40.1733333333,85.35,139.971111111,167.545,169.523333333,130.551764706,2016-07-19 02:40:00,2,1000.54444444,1005.35555556,212.777777778,3.74444444444,31.2333333333,66.7777777778,0.0,1,0
41.0466666667,93.09,130.788888889,144.526666667,172.486111111,133.387058824,2016-07-19 03:00:00,3,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,1,0
41.92,92.794,121.606666667,121.508333333,175.448888889,136.222352941,2016-07-19 03:20:00,3,1000.41111111,1005.21111111,215.0,3.58888888889,31.7111111111,64.8888888889,0.0,1,0
39.43,92.498,112.424444444,98.49,178.411666667,139.057647059,2016-07-19 03:40:00,3,1000.32222222,1005.12222222,218.0,3.37777777778,31.7222222222,64.7777777778,0.0,1,0
48.13,92.202,103.242222222,96.67,181.374444444,141.892941176,2016-07-19 04:00:00,4,1000.23333333,1005.03333333,221.0,3.16666666667,31.7333333333,64.6666666667,0.0,1,0
62.1066666667,91.906,94.06,53.15,184.337222222,144.728235294,2016-07-19 04:20:00,4,1000.14444444,1004.94444444,224.0,2.95555555556,31.7444444444,64.5555555556,0.0,1,0
46.115,91.61,85.0333333333,55.245,187.3,147.563529412,2016-07-19 04:40:00,4,1000.05555556,1004.85555556,227.0,2.74444444444,31.7555555556,64.4444444444,0.0,1,0
49.556,129.985,76.0066666667,209.66,180.57,150.398823529,2016-07-19 05:00:00,5,999.966666667,1004.76666667,230.0,2.53333333333,31.7666666667,64.3333333333,0.0,1,0
54.84,168.36,66.98,188.42,173.84,153.234117647,2016-07-19 05:20:00,5,999.877777778,1004.67777778,233.0,2.32222222222,31.7777777778,64.2222222222,0.0,1,0
58.0842857143,146.51,87.83,167.18,167.11,156.069411765,2016-07-19 05:40:00,5,999.788888889,1004.58888889,236.0,2.11111111111,31.7888888889,64.1111111111,0.0,1,0
46.356,124.66,170.09,145.94,160.38,158.904705882,2016-07-19 06:00:00,6,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,1,0
48.588,89.846,135.196666667,127.35,147.47,161.74,2016-07-19 06:20:00,6,999.588888889,1004.38888889,236.666666667,1.91111111111,31.7666666667,64.5555555556,0.0,1,0
66.6425,180.016,100.303333333,97.2,134.56,223.81,2016-07-19 06:40:00,6,999.477777778,1004.27777778,234.333333333,1.92222222222,31.7333333333,65.1111111111,0.0,1,0
64.681,101.395,65.41,118.428,149.743333333,135.92,2016-07-19 07:00:00,7,999.366666667,1004.16666667,232.0,1.93333333333,31.7,65.6666666667,0.0,1,0
85.676,124.288,81.245,82.63,164.926666667,236.12,2016-07-19 07:20:00,7,999.255555556,1004.05555556,229.666666667,1.94444444444,31.6666666667,66.2222222222,0.0,1,0
58.9688888889,155.495,97.08,110.5,180.11,178.425,2016-07-19 07:40:00,7,999.144444444,1003.94444444,227.333333333,1.95555555556,31.6333333333,66.7777777778,0.0,1,0
81.6028571429,137.375,112.915,125.76,151.386666667,120.73,2016-07-19 08:00:00,8,999.033333333,1003.83333333,225.0,1.96666666667,31.6,67.3333333333,0.0,1,0
80.2078571429,165.482857143,128.75,141.334,129.1,143.37,2016-07-19 08:20:00,8,998.922222222,1003.72222222,222.666666667,1.97777777778,31.5666666667,67.8888888889,0.0,1,0
63.4484615385,136.68,71.8933333333,176.077142857,164.983333333,142.4525,2016-07-19 08:40:00,8,998.811111111,1003.61111111,220.333333333,1.98888888889,31.5333333333,68.4444444444,0.0,1,0
78.0511764706,192.68,177.106666667,165.29,200.866666667,141.535,2016-07-19 09:00:00,9,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,1,0
69.0383333333,159.78,104.33,127.3825,164.52,140.6175,2016-07-19 09:20:00,9,998.866666667,1003.66666667,217.666666667,1.85555555556,31.3333333333,69.8888888889,0.0,1,0
69.6571428571,129.275,118.503333333,117.8275,182.718333333,139.7,2016-07-19 09:40:00,9,999.033333333,1003.83333333,217.333333333,1.71111111111,31.1666666667,70.7777777778,0.0,1,0
78.3115384615,99.0375,132.676666667,98.9216666667,200.916666667,139.7,2016-07-19 10:00:00,10,999.2,1004.0,217.0,1.56666666667,31.0,71.6666666667,0.0,1,0
59.4118181818,129.3,170.595,112.998333333,203.876,114.25,2016-07-19 10:20:00,10,999.366666667,1004.16666667,216.666666667,1.42222222222,30.8333333333,72.5555555556,0.0,1,0
75.4888888889,121.102857143,79.57,98.15,301.28,130.085714286,2016-07-19 10:40:00,10,999.533333333,1004.33333333,216.333333333,1.27777777778,30.6666666667,73.4444444444,0.0,1,0
72.435,104.786,54.46,95.9833333333,42.95,145.921428571,2016-07-19 11:00:00,11,999.7,1004.5,216.0,1.13333333333,30.5,74.3333333333,0.0,1,0
45.9425,82.0833333333,84.7366666667,84.3625,195.16,161.757142857,2016-07-19 11:20:00,11,999.866666667,1004.66666667,215.666666667,0.988888888889,30.3333333333,75.2222222222,0.0,1,0
47.9757142857,86.68,115.013333333,96.54,182.46,177.592857143,2016-07-19 11:40:00,11,1000.03333333,1004.83333333,215.333333333,0.844444444444,30.1666666667,76.1111111111,0.0,1,0
60.1681818182,108.735,145.29,144.87,188.87,193.428571429,2016-07-19 12:00:00,12,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,1,0
49.5275,95.43,71.365,136.36,195.28,209.264285714,2016-07-19 12:20:00,12,1000.28888889,1005.08888889,213.555555556,0.788888888889,29.8888888889,77.3333333333,0.0,1,0
52.1738461538,96.3814285714,23.19,129.503333333,161.59,225.1,2016-07-19 12:40:00,12,1000.37777778,1005.17777778,212.111111111,0.877777777778,29.7777777778,77.6666666667,0.0,1,0
57.8292307692,99.29,81.92,116.47,121.32,202.595,2016-07-19 13:00:00,13,1000.46666667,1005.26666667,210.666666667,0.966666666667,29.6666666667,78.0,0.0,1,0
57.0911111111,93.2328571429,140.65,119.368333333,172.16,180.09,2016-07-19 13:20:00,13,1000.55555556,1005.35555556,209.222222222,1.05555555556,29.5555555556,78.3333333333,0.0,1,0
61.1263636364,102.917142857,99.6133333333,176.65,117.03,177.4625,2016-07-19 13:40:00,13,1000.64444444,1005.44444444,207.777777778,1.14444444444,29.4444444444,78.6666666667,0.0,1,0
65.1145454545,96.918,179.976666667,159.465,136.555,174.835,2016-07-19 14:00:00,14,1000.73333333,1005.53333333,206.333333333,1.23333333333,29.3333333333,79.0,0.0,1,0
74.7066666667,101.41125,160.785,129.478333333,156.08,191.571666667,2016-07-19 14:20:00,14,1000.82222222,1005.62222222,204.888888889,1.32222222222,29.2222222222,79.3333333333,0.0,1,0
63.825625,100.743333333,67.3,120.241,150.305,222.44,2016-07-19 14:40:00,14,1000.91111111,1005.71111111,203.444444444,1.41111111111,29.1111111111,79.6666666667,0.0,1,0
79.4208333333,106.76,115.555,115.291428571,144.53,156.1,2016-07-19 15:00:00,15,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,1,0
72.314,102.5125,163.81,129.4725,257.2,185.506666667,2016-07-19 15:20:00,15,1000.84444444,1005.64444444,201.555555556,1.56666666667,28.8555555556,80.8888888889,0.0,1,0
58.741,112.322,90.01,120.756666667,200.94875,184.288333333,2016-07-19 15:40:00,15,1000.68888889,1005.48888889,201.111111111,1.63333333333,28.7111111111,81.7777777778,0.0,1,0
59.6375,126.611111111,97.825,116.06875,144.6975,183.07,2016-07-19 16:00:00,16,1000.53333333,1005.33333333,200.666666667,1.7,28.5666666667,82.6666666667,0.0,1,0
51.97,95.4525,105.64,152.498333333,176.538,249.183333333,2016-07-19 16:20:00,16,1000.37777778,1005.17777778,200.222222222,1.76666666667,28.4222222222,83.5555555556,0.0,1,0
61.6009090909,116.1375,122.31,101.663333333,150.56,95.5,2016-07-19 16:40:00,16,1000.22222222,1005.02222222,199.777777778,1.83333333333,28.2777777778,84.4444444444,0.0,1,0
105.391666667,182.456,174.254,139.3625,173.78,100.09,2016-07-19 17:00:00,17,1000.06666667,1004.86666667,199.333333333,1.9,28.1333333333,85.3333333333,0.0,1,0
83.8285714286,114.103333333,226.198,103.665,192.5,172.78,2016-07-19 17:20:00,17,999.911111111,1004.71111111,198.888888889,1.96666666667,27.9888888889,86.2222222222,0.0,1,0
65.675,102.4675,278.142,109.3,141.04,203.77,2016-07-19 17:40:00,17,999.755555556,1004.55555556,198.444444444,2.03333333333,27.8444444444,87.1111111111,0.0,1,0
85.1133333333,99.145,330.086,108.3,202.21,134.43,2016-07-19 18:00:00,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,1,0
50.5666666667,109.124,382.03,91.935,360.563333333,254.013333333,2016-07-19 18:20:00,18,999.533333333,1004.33333333,199.111111111,2.08888888889,27.5666666667,88.5555555556,0.0,1,0
65.0738461538,132.73,338.67,106.918,168.36,176.96,2016-07-19 18:40:00,18,999.466666667,1004.26666667,200.222222222,2.07777777778,27.4333333333,89.1111111111,0.0,1,0
67.32625,108.42,295.31,111.453166667,227.46,208.12,2016-07-19 19:00:00,19,999.4,1004.2,201.333333333,2.06666666667,27.3,89.6666666667,0.0,1,0
79.854,121.272,205.155,115.988333333,206.61,219.385,2016-07-19 19:20:00,19,999.333333333,1004.13333333,202.444444444,2.05555555556,27.1666666667,90.2222222222,0.0,1,0
89.6444444444,128.915714286,115.0,209.49,185.76,234.805,2016-07-19 19:40:00,19,999.266666667,1004.06666667,203.555555556,2.04444444444,27.0333333333,90.7777777778,0.0,1,0
87.942,113.02,128.65,112.255,164.91,250.225,2016-07-19 20:00:00,20,999.2,1004.0,204.666666667,2.03333333333,26.9,91.3333333333,0.0,1,0
44.09,105.55,130.586666667,104.54,179.735,265.645,2016-07-19 20:20:00,20,999.133333333,1003.93333333,205.777777778,2.02222222222,26.7666666667,91.8888888889,0.0,1,0
64.16375,106.33,132.523333333,96.825,194.56,225.3025,2016-07-19 20:40:00,20,999.066666667,1003.86666667,206.888888889,2.01111111111,26.6333333333,92.4444444444,0.0,1,0
68.4775,115.586666667,134.46,114.925,209.385,184.96,2016-07-19 21:00:00,21,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,1,0
59.0945454545,106.195,155.63,133.025,224.21,185.29,2016-07-19 21:20:00,21,999.133333333,1003.93333333,207.111111111,2.1,26.9222222222,90.6666666667,0.0,1,0
51.182,123.7225,129.93,96.9566666667,239.035,185.62,2016-07-19 21:40:00,21,999.266666667,1004.06666667,206.222222222,2.2,27.3444444444,88.3333333333,0.0,1,0
46.0933333333,141.25,127.164666667,149.315,253.86,205.66,2016-07-19 22:00:00,22,999.4,1004.2,205.333333333,2.3,27.7666666667,86.0,0.0,1,0
91.85,87.9133333333,124.399333333,100.55,268.685,225.7,2016-07-19 22:20:00,22,999.533333333,1004.33333333,204.444444444,2.4,28.1888888889,83.6666666667,0.0,1,0
47.02,87.205,121.634,98.81,283.51,245.74,2016-07-19 22:40:00,22,999.666666667,1004.46666667,203.555555556,2.5,28.6111111111,81.3333333333,0.0,1,0
54.5933333333,86.4966666667,118.868666667,97.07,264.94875,265.78,2016-07-19 23:00:00,23,999.8,1004.6,202.666666667,2.6,29.0333333333,79.0,0.0,1,0
84.3675,85.7883333333,116.103333333,109.09,246.3875,285.82,2016-07-19 23:20:00,23,999.933333333,1004.73333333,201.777777778,2.7,29.4555555556,76.6666666667,0.0,1,0
67.96,85.08,113.338,121.11,227.82625,278.26125,2016-07-19 23:40:00,23,1000.06666667,1004.86666667,200.888888889,2.8,29.8777777778,74.3333333333,0.0,1,0
52.925,81.05,110.572666667,114.12625,209.265,270.7025,2016-07-20 00:00:00,0,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,2,0
37.89,62.65,107.807333333,107.1425,190.70375,263.14375,2016-07-20 00:20:00,0,1000.14444444,1004.94444444,200.777777778,3.17777777778,30.8,69.3333333333,0.0,2,0
83.66,72.8233333333,105.042,100.15875,172.1425,255.585,2016-07-20 00:40:00,0,1000.08888889,1004.88888889,201.555555556,3.45555555556,31.3,66.6666666667,0.0,2,0
57.64,82.9966666667,102.276666667,93.175,153.58125,248.02625,2016-07-20 01:00:00,1,1000.03333333,1004.83333333,202.333333333,3.73333333333,31.8,64.0,0.0,2,0
58.62,93.17,99.5113333333,63.2125,135.02,240.4675,2016-07-20 01:20:00,1,999.977777778,1004.77777778,203.111111111,4.01111111111,32.3,61.3333333333,0.0,2,0
40.755,107.075,96.746,33.25,145.108,232.90875,2016-07-20 01:40:00,1,999.922222222,1004.72222222,203.888888889,4.28888888889,32.8,58.6666666667,0.0,2,0
49.12,94.5825,93.9806666667,80.365,155.196,225.35,2016-07-20 02:00:00,2,999.866666667,1004.66666667,204.666666667,4.56666666667,33.3,56.0,0.0,2,0
18.68,82.09,91.2153333333,127.48,165.284,217.79125,2016-07-20 02:20:00,2,999.811111111,1004.61111111,205.444444444,4.84444444444,33.8,53.3333333333,0.0,2,0
33.89,88.0166666667,88.45,157.13,175.372,210.2325,2016-07-20 02:40:00,2,999.755555556,1004.55555556,206.222222222,5.12222222222,34.3,50.6666666667,0.0,2,0
60.67,93.9433333333,91.873,125.75,185.46,202.67375,2016-07-20 03:00:00,3,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,2,0
18.59,99.87,95.296,104.71,193.3975,195.115,2016-07-20 03:20:00,3,999.588888889,1004.38888889,206.111111111,5.32222222222,35.0555555556,47.2222222222,0.0,2,0
100.71,121.965,98.719,148.14,201.335,187.55625,2016-07-20 03:40:00,3,999.477777778,1004.27777778,205.222222222,5.24444444444,35.3111111111,46.4444444444,0.0,2,0
105.6525,144.06,102.142,113.715,209.2725,179.9975,2016-07-20 04:00:00,4,999.366666667,1004.16666667,204.333333333,5.16666666667,35.5666666667,45.6666666667,0.0,2,0
64.32,77.24,105.565,129.63,217.21,172.43875,2016-07-20 04:20:00,4,999.255555556,1004.05555556,203.444444444,5.08888888889,35.8222222222,44.8888888889,0.0,2,0
49.4,84.6,108.988,59.88,225.1475,164.88,2016-07-20 04:40:00,4,999.144444444,1003.94444444,202.555555556,5.01111111111,36.0777777778,44.1111111111,0.0,2,0
49.7633333333,91.96,112.411,72.99875,233.085,151.693333333,2016-07-20 05:00:00,5,999.033333333,1003.83333333,201.666666667,4.93333333333,36.3333333333,43.3333333333,0.0,2,0
57.67,99.32,115.834,86.1175,241.0225,138.506666667,2016-07-20 05:20:00,5,998.922222222,1003.72222222,200.777777778,4.85555555556,36.5888888889,42.5555555556,0.0,2,0
46.1985714286,151.55,119.257,99.23625,248.96,125.32,2016-07-20 05:40:00,5,998.811111111,1003.61111111,199.888888889,4.77777777778,36.8444444444,41.7777777778,0.0,2,0
44.095,97.48,122.68,112.355,256.8975,149.9825,2016-07-20 06:00:00,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2,0
59.8744444444,89.665,67.355,386.44,264.835,174.645,2016-07-20 06:20:00,6,998.7,1003.5,201.0,4.55555555556,37.0888888889,40.8888888889,0.0,2,0
88.815,81.85,179.506666667,130.59,272.7725,199.3075,2016-07-20 06:40:00,6,998.7,1003.5,203.0,4.41111111111,37.0777777778,40.7777777778,0.0,2,0
77.8477777778,142.06,137.825,122.35,280.71,223.97,2016-07-20 07:00:00,7,998.7,1003.5,205.0,4.26666666667,37.0666666667,40.6666666667,0.0,2,0
94.9191666667,138.41,98.2,133.205,205.635,424.79,2016-07-20 07:20:00,7,998.7,1003.5,207.0,4.12222222222,37.0555555556,40.5555555556,0.0,2,0
73.6772727273,128.133333333,94.11,137.976666667,130.56,175.09,2016-07-20 07:40:00,7,998.7,1003.5,209.0,3.97777777778,37.0444444444,40.4444444444,0.0,2,0
61.007,140.357142857,212.31,182.656666667,237.4,155.16,2016-07-20 08:00:00,8,998.7,1003.5,211.0,3.83333333333,37.0333333333,40.3333333333,0.0,2,0
332.162,192.681111111,192.02,127.683333333,305.51,273.14,2016-07-20 08:20:00,8,998.7,1003.5,213.0,3.68888888889,37.0222222222,40.2222222222,0.0,2,0
50.995,276.9775,171.73,134.423846154,152.86,229.15,2016-07-20 08:40:00,8,998.7,1003.5,215.0,3.54444444444,37.0111111111,40.1111111111,0.0,2,0
44.935,242.855,151.44,114.74,276.126666667,186.91,2016-07-20 09:00:00,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2,0
34.115,269.829090909,115.11,142.06,199.87,144.67,2016-07-20 09:20:00,9,998.866666667,1003.66666667,217.777777778,3.3,36.5555555556,41.4444444444,0.0,2,0
23.295,250.81,155.405,170.11,171.96,102.43,2016-07-20 09:40:00,9,999.033333333,1003.83333333,218.555555556,3.2,36.1111111111,42.8888888889,0.0,2,0
341.7875,175.94,107.35,158.313333333,228.74,221.42,2016-07-20 10:00:00,10,999.2,1004.0,219.333333333,3.1,35.6666666667,44.3333333333,0.0,2,0
70.1445454545,118.9175,105.873333333,146.516666667,198.8,186.0125,2016-07-20 10:20:00,10,999.366666667,1004.16666667,220.111111111,3.0,35.2222222222,45.7777777778,0.0,2,0
90.17125,127.88,104.396666667,119.25,168.86,150.605,2016-07-20 10:40:00,10,999.533333333,1004.33333333,220.888888889,2.9,34.7777777778,47.2222222222,0.0,2,0
49.45,89.525,102.92,126.265,122.63,248.62,2016-07-20 11:00:00,11,999.7,1004.5,221.666666667,2.8,34.3333333333,48.6666666667,0.0,2,0
46.637,143.115,100.56,157.703333333,117.665,202.93,2016-07-20 11:20:00,11,999.866666667,1004.66666667,222.444444444,2.7,33.8888888889,50.1111111111,0.0,2,0
60.4775,107.656,98.2,80.5233333333,152.5975,111.24,2016-07-20 11:40:00,11,1000.03333333,1004.83333333,223.222222222,2.6,33.4444444444,51.5555555556,0.0,2,0
53.9857142857,105.1575,94.755,111.791666667,187.53,153.935,2016-07-20 12:00:00,12,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,2,0
49.5525,109.57,91.31,47.2666666667,161.44,196.63,2016-07-20 12:20:00,12,1000.32222222,1005.12222222,222.222222222,2.45555555556,32.7333333333,54.1111111111,0.0,2,0
55.2753846154,129.925,126.831666667,82.822,158.82,211.78875,2016-07-20 12:40:00,12,1000.44444444,1005.24444444,220.444444444,2.41111111111,32.4666666667,55.2222222222,0.0,2,0
81.4869230769,97.96,162.353333333,116.9975,153.205,226.9475,2016-07-20 13:00:00,13,1000.56666667,1005.36666667,218.666666667,2.36666666667,32.2,56.3333333333,0.0,2,0
50.8163636364,128.066666667,197.131666667,65.4475,147.59,195.47875,2016-07-20 13:20:00,13,1000.68888889,1005.48888889,216.888888889,2.32222222222,31.9333333333,57.4444444444,0.0,2,0
73.496,99.354,231.91,127.096666667,154.89,164.01,2016-07-20 13:40:00,13,1000.81111111,1005.61111111,215.111111111,2.27777777778,31.6666666667,58.5555555556,0.0,2,0
66.6442857143,115.72875,155.33,95.3633333333,130.345,203.2,2016-07-20 14:00:00,14,1000.93333333,1005.73333333,213.333333333,2.23333333333,31.4,59.6666666667,0.0,2,0
57.3307142857,128.546875,159.89,112.071666667,105.8,186.645,2016-07-20 14:20:00,14,1001.05555556,1005.85555556,211.555555556,2.18888888889,31.1333333333,60.7777777778,0.0,2,0
53.56625,141.365,215.22,128.78,211.533333333,246.2,2016-07-20 14:40:00,14,1001.17777778,1005.97777778,209.777777778,2.14444444444,30.8666666667,61.8888888889,0.0,2,0
62.18,129.4575,146.8,54.225,179.21,224.975,2016-07-20 15:00:00,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2,0
64.3322222222,77.2725,146.143333333,134.65,166.11,203.75,2016-07-20 15:20:00,15,1001.25555556,1006.05555556,208.222222222,2.14444444444,30.4222222222,63.6666666667,0.0,2,0
70.3330769231,116.606666667,145.486666667,174.75,215.74,181.61,2016-07-20 15:40:00,15,1001.21111111,1006.01111111,208.444444444,2.18888888889,30.2444444444,64.3333333333,0.0,2,0
67.11,87.6775,144.83,130.685,105.2,159.47,2016-07-20 16:00:00,16,1001.16666667,1005.96666667,208.666666667,2.23333333333,30.0666666667,65.0,0.0,2,0
82.793125,126.2575,142.421666667,98.28,215.61,313.93,2016-07-20 16:20:00,16,1001.12222222,1005.92222222,208.888888889,2.27777777778,29.8888888889,65.6666666667,0.0,2,0
52.8714285714,124.92,140.013333333,98.734,124.97,168.69,2016-07-20 16:40:00,16,1001.07777778,1005.87777778,209.111111111,2.32222222222,29.7111111111,66.3333333333,0.0,2,0
50.165,108.082857143,137.605,114.94,248.15,179.45,2016-07-20 17:00:00,17,1001.03333333,1005.83333333,209.333333333,2.36666666667,29.5333333333,67.0,0.0,2,0
81.348,168.566666667,135.196666667,131.361428571,125.525,148.835,2016-07-20 17:20:00,17,1000.98888889,1005.78888889,209.555555556,2.41111111111,29.3555555556,67.6666666667,0.0,2,0
75.4755555556,123.79,132.788333333,134.243333333,175.44,214.36,2016-07-20 17:40:00,17,1000.94444444,1005.74444444,209.777777778,2.45555555556,29.1777777778,68.3333333333,0.0,2,0
67.8875,114.296666667,130.38,101.554,213.835,200.7775,2016-07-20 18:00:00,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2,0
85.105,102.69,127.971666667,113.7675,184.2775,137.7,2016-07-20 18:20:00,18,1000.98888889,1005.78888889,211.333333333,2.47777777778,28.8111111111,70.1111111111,0.0,2,0
78.3326315789,202.54,125.563333333,89.668,154.72,147.84,2016-07-20 18:40:00,18,1001.07777778,1005.87777778,212.666666667,2.45555555556,28.6222222222,71.2222222222,0.0,2,0
93.4892307692,140.046,123.155,114.531666667,165.56,139.6325,2016-07-20 19:00:00,19,1001.16666667,1005.96666667,214.0,2.43333333333,28.4333333333,72.3333333333,0.0,2,0
56.44,149.025,120.746666667,90.795,257.77,131.425,2016-07-20 19:20:00,19,1001.25555556,1006.05555556,215.333333333,2.41111111111,28.2444444444,73.4444444444,0.0,2,0
52.1,137.107142857,118.338333333,103.43,263.1,234.9,2016-07-20 19:40:00,19,1001.34444444,1006.14444444,216.666666667,2.38888888889,28.0555555556,74.5555555556,0.0,2,0
57.6071428571,116.0875,115.93,91.334,205.59,250.31,2016-07-20 20:00:00,20,1001.43333333,1006.23333333,218.0,2.36666666667,27.8666666667,75.6666666667,0.0,2,0
52.5816666667,113.434,111.71,156.445,205.6125,265.72,2016-07-20 20:20:00,20,1001.52222222,1006.32222222,219.333333333,2.34444444444,27.6777777778,76.7777777778,0.0,2,0
123.648571429,115.2575,107.49,78.355,205.635,281.13,2016-07-20 20:40:00,20,1001.61111111,1006.41111111,220.666666667,2.32222222222,27.4888888889,77.8888888889,0.0,2,0
80.38,427.92,111.0625,85.88,205.6575,262.98,2016-07-20 21:00:00,21,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,2,0
50.8366666667,102.56625,114.635,98.675,205.68,210.575,2016-07-20 21:20:00,21,1001.84444444,1006.64444444,219.222222222,2.24444444444,27.7222222222,77.2222222222,0.0,2,0
68.6783333333,110.21,118.2075,111.47,162.6,158.17,2016-07-20 21:40:00,21,1001.98888889,1006.78888889,216.444444444,2.18888888889,28.1444444444,75.4444444444,0.0,2,0
55.445,108.705,121.78,91.515,150.18,185.89,2016-07-20 22:00:00,22,1002.13333333,1006.93333333,213.666666667,2.13333333333,28.5666666667,73.6666666667,0.0,2,0
44.938,88.03,120.297368421,106.963333333,159.44,182.310952381,2016-07-20 22:20:00,22,1002.27777778,1007.07777778,210.888888889,2.07777777778,28.9888888889,71.8888888889,0.0,2,0
66.2425,145.52,118.814736842,122.411666667,168.7,178.731904762,2016-07-20 22:40:00,22,1002.42222222,1007.22222222,208.111111111,2.02222222222,29.4111111111,70.1111111111,0.0,2,0
49.7525,122.15,117.332105263,137.86,177.96,175.152857143,2016-07-20 23:00:00,23,1002.56666667,1007.36666667,205.333333333,1.96666666667,29.8333333333,68.3333333333,0.0,2,0
55.154,98.78,115.849473684,125.373,167.24,171.573809524,2016-07-20 23:20:00,23,1002.71111111,1007.51111111,202.555555556,1.91111111111,30.2555555556,66.5555555556,0.0,2,0
56.67,80.57,114.366842105,112.886,164.910555556,167.994761905,2016-07-20 23:40:00,23,1002.85555556,1007.65555556,199.777777778,1.85555555556,30.6777777778,64.7777777778,0.0,2,0
39.21,82.98,112.884210526,85.005,162.581111111,164.415714286,2016-07-21 00:00:00,0,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0,3,0
44.8958333333,95.15,111.401578947,80.2,160.251666667,160.836666667,2016-07-21 00:20:00,0,1002.93333333,1007.73333333,198.444444444,2.11111111111,31.6,61.2222222222,0.0,3,0
50.5816666667,92.9711111111,109.918947368,75.395,157.922222222,161.964074074,2016-07-21 00:40:00,0,1002.86666667,1007.66666667,199.888888889,2.42222222222,32.1,59.4444444444,0.0,3,0
56.2675,90.7922222222,108.436315789,70.59,155.592777778,163.091481481,2016-07-21 01:00:00,1,1002.8,1007.6,201.333333333,2.73333333333,32.6,57.6666666667,0.0,3,0
41.47,88.6133333333,106.953684211,65.785,153.263333333,164.218888889,2016-07-21 01:20:00,1,1002.73333333,1007.53333333,202.777777778,3.04444444444,33.1,55.8888888889,0.0,3,0
80.25,86.4344444444,105.471052632,102.147777778,150.933888889,165.346296296,2016-07-21 01:40:00,1,1002.66666667,1007.46666667,204.222222222,3.35555555556,33.6,54.1111111111,0.0,3,0
45.1866666667,84.2555555556,103.988421053,138.510555556,148.604444444,166.473703704,2016-07-21 02:00:00,2,1002.6,1007.4,205.666666667,3.66666666667,34.1,52.3333333333,0.0,3,0
28.59,82.0766666667,102.505789474,174.873333333,146.275,167.601111111,2016-07-21 02:20:00,2,1002.53333333,1007.33333333,207.111111111,3.97777777778,34.6,50.5555555556,0.0,3,0
54.085,79.8977777778,101.023157895,211.236111111,170.7775,168.728518519,2016-07-21 02:40:00,2,1002.46666667,1007.26666667,208.555555556,4.28888888889,35.1,48.7777777778,0.0,3,0
